Season,HomeTeam,AwayTeam,Home_Overall,Home_Att,Home_Mid,Home_Def,Home_Pace,Away_Overall,Away_Att,Away_Mid,Away_Def,Away_Pace,FTHG,FTAG
2014-2015,Everton,Crystal Palace,72.39393939393939,51.96969696969697,67.36363636363636,56.09090909090909,70.57575757575758,69.9090909090909,52.21212121212121,61.75757575757576,50.878787878787875,67.81818181818181,2,3
2014-2015,Manchester City,Chelsea,72.18181818181819,52.333333333333336,65.27272727272727,51.39393939393939,70.54545454545455,71.81818181818181,52.60606060606061,64.24242424242425,54.75757575757576,73.21212121212122,1,1
2014-2015,Liverpool,Everton,71.66666666666667,51.878787878787875,66.48484848484848,54.45454545454545,72.36363636363636,72.39393939393939,51.96969696969697,67.36363636363636,56.09090909090909,70.57575757575758,1,1
2014-2015,Sunderland,Swansea City,68.06060606060606,50.90909090909091,60.75757575757576,49.303030303030305,65.63636363636364,69.0909090909091,47.42424242424242,62.96969696969697,54.24242424242424,68.27272727272727,0,0
2014-2015,Southampton,Queens Park Rangers,69.42424242424242,53.121212121212125,62.06060606060606,47.72727272727273,70.24242424242425,69.36363636363636,51.878787878787875,62.84848484848485,53.84848484848485,66.3030303030303,2,1
2014-2015,Chelsea,Aston Villa,71.81818181818181,52.60606060606061,64.24242424242425,54.75757575757576,73.21212121212122,70.84848484848484,52.0,62.515151515151516,51.666666666666664,68.54545454545455,3,0
2014-2015,Hull City,Manchester City,67.51515151515152,49.45454545454545,59.121212121212125,51.18181818181818,66.42424242424242,72.18181818181819,52.333333333333336,65.27272727272727,51.39393939393939,70.54545454545455,2,4
2014-2015,Manchester United,West Ham United,74.0,49.645161290322584,65.3225806451613,52.96774193548387,70.2258064516129,68.21212121212122,46.515151515151516,58.484848484848484,54.24242424242424,66.87878787878788,2,1
2014-2015,Crystal Palace,Leicester City,69.9090909090909,52.21212121212121,61.75757575757576,50.878787878787875,67.81818181818181,67.81818181818181,48.333333333333336,57.39393939393939,49.60606060606061,65.21212121212122,2,0
2014-2015,Arsenal,Tottenham Hotspur,73.24242424242425,50.72727272727273,66.72727272727273,56.121212121212125,67.84848484848484,71.15151515151516,51.96969696969697,65.3030303030303,54.121212121212125,72.18181818181819,1,1
